

<<ROLLBACK_START>>,<<FMS_EXCHG_RATE_ENTRY()>>, 	(26-FEB-2025 10:09:37)
14,14/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
13,17/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
15,17/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
14,17/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
15,18/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
13,18/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
14,18/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
13,19/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
15,19/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
14,19/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
13,20/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
15,20/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
14,20/03/2008 00:00:00, 	(26-FEB-2025 10:10:07)
15,24/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
13,24/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
14,24/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
13,25/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
15,25/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
14,25/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
13,26/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
15,26/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
14,26/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
13,27/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
15,27/03/2008 00:00:00, 	(26-FEB-2025 10:10:08)
14,27/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
13,28/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
15,28/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
14,28/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
13,31/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
15,31/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
14,31/03/2008 00:00:00, 	(26-FEB-2025 10:10:09)
13,02/04/2008 00:00:00, 	(26-FEB-2025 10:10:09)
15,02/04/2008 00:00:00, 	(26-FEB-2025 10:10:09)
14,02/04/2008 00:00:00, 	(26-FEB-2025 10:10:09)
13,03/04/2008 00:00:00, 	(26-FEB-2025 10:10:09)
15,03/04/2008 00:00:00, 	(26-FEB-2025 10:10:09)
14,03/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
13,04/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
15,04/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
14,04/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
13,07/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
15,07/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
14,07/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
13,08/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
15,08/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
14,08/04/2008 00:00:00, 	(26-FEB-2025 10:10:10)
13,09/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
15,09/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
14,09/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
13,10/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
15,10/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
14,10/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
13,11/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
15,11/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
14,11/04/2008 00:00:00, 	(26-FEB-2025 10:10:11)
13,15/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
15,15/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
14,15/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
13,16/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
15,16/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
14,16/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
13,17/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
15,17/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
14,17/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
15,21/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
13,21/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
14,21/04/2008 00:00:00, 	(26-FEB-2025 10:10:12)
13,22/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
15,22/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
14,22/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
13,23/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
15,23/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
14,23/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
13,24/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
15,24/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
14,24/04/2008 00:00:00, 	(26-FEB-2025 10:10:13)
15,25/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
13,25/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
14,25/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
13,28/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
15,28/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
14,28/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
13,29/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
15,29/04/2008 00:00:00, 	(26-FEB-2025 10:10:14)
14,29/04/2008 00:00:00, 	(26-FEB-2025 10:10:15)
13,30/04/2008 00:00:00, 	(26-FEB-2025 10:10:15)
15,30/04/2008 00:00:00, 	(26-FEB-2025 10:10:15)
14,30/04/2008 00:00:00, 	(26-FEB-2025 10:10:15)
13,01/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
15,01/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
14,01/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
13,02/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
15,02/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
14,02/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
13,05/05/2008 00:00:00, 	(26-FEB-2025 10:10:15)
15,05/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
14,05/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
13,06/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
15,06/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
14,06/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
13,07/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
15,07/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
14,07/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
13,08/05/2008 00:00:00, 	(26-FEB-2025 10:10:16)
15,08/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
14,08/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
13,09/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
15,09/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
14,09/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
13,12/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
15,12/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
14,12/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
13,13/05/2008 00:00:00, 	(26-FEB-2025 10:10:17)
15,13/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
14,13/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
13,14/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
15,14/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
14,14/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
13,26/07/2007 00:00:00, 	(26-FEB-2025 10:10:18)
15,15/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
14,15/05/2008 00:00:00, 	(26-FEB-2025 10:10:18)
13,16/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
15,16/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
14,16/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
13,19/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
15,19/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
14,19/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
13,20/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
15,20/05/2008 00:00:00, 	(26-FEB-2025 10:10:19)
14,20/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
13,21/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
15,21/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
14,21/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
13,22/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
15,22/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
14,22/05/2008 00:00:00, 	(26-FEB-2025 10:10:20)
13,23/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
15,23/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
14,23/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
13,26/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
15,26/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
14,26/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
13,27/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
15,27/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
14,27/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
13,28/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
15,28/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
14,28/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
13,29/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
15,29/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
14,29/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
13,30/05/2008 00:00:00, 	(26-FEB-2025 10:10:21)
15,30/05/2008 00:00:00, 	(26-FEB-2025 10:10:22)
14,30/05/2008 00:00:00, 	(26-FEB-2025 10:10:22)
13,02/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
15,02/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
14,02/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
13,03/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
15,03/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
14,03/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
13,04/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
15,04/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
14,04/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
13,05/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
15,05/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
14,05/06/2008 00:00:00, 	(26-FEB-2025 10:10:22)
13,06/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
15,06/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
14,06/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
13,09/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
15,09/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
14,09/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
13,10/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
15,10/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
14,10/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
13,11/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
15,11/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
14,11/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
13,12/06/2008 00:00:00, 	(26-FEB-2025 10:10:23)
15,12/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
14,12/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
15,13/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
13,13/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
14,13/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
15,16/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
13,16/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
14,16/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
15,17/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
13,17/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
14,17/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
15,18/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
13,18/06/2008 00:00:00, 	(26-FEB-2025 10:10:24)
14,18/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
15,19/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
13,19/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
14,19/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
15,20/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
13,20/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
14,20/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
15,23/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
13,23/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
14,23/06/2008 00:00:00, 	(26-FEB-2025 10:10:25)
15,24/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
13,24/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
14,24/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
15,25/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
13,25/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
14,25/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
15,26/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
13,26/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
14,26/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
15,27/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
13,27/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
14,27/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
15,30/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
13,30/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
14,30/06/2008 00:00:00, 	(26-FEB-2025 10:10:26)
15,02/07/2008 00:00:00, 	(26-FEB-2025 10:10:26)
13,02/07/2008 00:00:00, 	(26-FEB-2025 10:10:26)
14,02/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
15,03/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
13,03/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
14,03/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
15,07/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
13,07/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
14,07/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
15,08/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
13,08/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
14,08/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
15,09/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
13,09/07/2008 00:00:00, 	(26-FEB-2025 10:10:27)
