

<<START>>,<<FMS_COUNTERPARTY_MST_Update_IGX>>,, 	(24-JUN-2025 16:45:16)
 
CD,ABBR,IGX,TIMESTAMP
2,52,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,52,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,272,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,272,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,272,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,272,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,272,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,272,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,255,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,255,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,255,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,255,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,255,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,255,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,53,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,53,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,53,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,53,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,53,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,53,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,224,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,224,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,224,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,224,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,224,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,224,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,117,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,117,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,117,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,117,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,117,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,117,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,54,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,54,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,54,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,54,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,54,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,54,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,55,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,55,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,55,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,55,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,55,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,55,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,56,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,56,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,56,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,56,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,56,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,56,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,57,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,57,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,57,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,57,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,57,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,57,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,58,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,58,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,58,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,58,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,58,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,58,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,59,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,59,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,59,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,59,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,59,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,59,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,60,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,60,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,60,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,60,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,60,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,60,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,124,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,124,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,124,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,124,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,124,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,124,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,208,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,208,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,208,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,208,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,208,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,208,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,61,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,61,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,61,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,61,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,61,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,61,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,158,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,158,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,158,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,158,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,158,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,158,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,227,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,227,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,227,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,227,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,227,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,227,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,63,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,63,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,63,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,63,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,63,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,63,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,64,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,64,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,64,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,64,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,64,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,64,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,65,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,65,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,65,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,65,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,65,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,65,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,66,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,66,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,66,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,66,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,66,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,66,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,210,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,210,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,210,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,210,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,210,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,210,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,67,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,67,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,67,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,67,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,67,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,67,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,81,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,81,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,81,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,81,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,81,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,81,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,144,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,144,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,144,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,144,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,144,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,144,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,147,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,147,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,147,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,147,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,147,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,147,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,86,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,86,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,86,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,86,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,86,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,86,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,92,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,92,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,92,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,92,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,92,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,92,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,104,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,104,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,104,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,104,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,104,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,104,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,105,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,105,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,105,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,105,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,105,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,105,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,162,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,162,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,162,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,162,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,162,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,162,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,151,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,151,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,151,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,151,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,151,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,151,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,106,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,106,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,106,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,106,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,106,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,106,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,107,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,107,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,107,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,107,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,107,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,107,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,190,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,190,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,190,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,190,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,190,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,190,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,176,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,176,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,176,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,176,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,176,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,176,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,188,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,188,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,188,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,188,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,188,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,188,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,185,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,185,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,185,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,185,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,185,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,185,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,202,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,202,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,202,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,202,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,202,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,202,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,186,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,186,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,186,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,186,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,186,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,186,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,277,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,277,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,277,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,277,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,277,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,277,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,167,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,167,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,167,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,167,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,167,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,167,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,122,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,122,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,122,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,122,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,122,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,122,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,174,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,174,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,174,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,174,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,174,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,174,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,278,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,278,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,278,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,278,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,278,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,278,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,181,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,181,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,181,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,181,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,181,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,181,C,DS,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,183,C,S,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,183,C,CR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,183,C,DR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,183,C,CCR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
2,183,C,CDR,P,TCS,24/06/2025 16:45:22 ,  	(24-JUN-2025 16:45:22)
