

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:32:11)
84 , HNDMTRS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
147 , HPOIGAS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
230 , ICONGLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
148 , INDOLPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
85 , GASJIND , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
236 , LEXGRAN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
239 , LOCEPRI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
240 , LORVTPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
241 , LUMGLAP , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
86 , MANIKAR , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
87 , MARUTIS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
243 , MAXGLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
244 , LLPMILL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
245 , LTDMILG , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
246 , MILVITL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
88 , MINDLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
89 , MMPINDL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
247 , MOINLIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
248 , MOSPLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
90 , NAGAFCL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
91 , NARMADA , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
166 , ESSAREX , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
92 , NEL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
250 , OWECORN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
93 , PETNETLNG , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
94 , PRISM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
252 , QUCELTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
253 , RAMALIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
 , RANDSIN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
139 , SASANPO , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
95 , SENTOVI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
96 , SHOLAGA , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
97 , SHREELI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
258 , SIVPLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
259 , SIYARAM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
260 , SIYALIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
261 , SOLIMIC , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
262 , SPARVIT , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
98 , SRAVANT , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
142 , SGIPLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
266 , TAURLES , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
267 , TTRPKPR , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
99 , THERLIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
100 , THGBGPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
145 , THYESTP , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
101 , TORRAUI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
274 , VARGRAN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
275 , VENIRAM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
102 , VITOLAPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
103 , IOCL , R , 16/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
169 , INGASTD , R , 28/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
104 , TASTELI , R , 30/12/2022 00:00:00, 	(28-FEB-2025 11:32:45)
105 , HMEL , R , 04/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
211 , DIL , R , 01/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
162 , BOROREN , R , 05/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
151 , KINGASP , R , 13/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
163 , CEUPGAS , R , 13/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
173 , KNPFCHL , R , 18/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
106 , RATNAGI , R , 19/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
180 , RAJRAIR , R , 19/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
 , TRILEGL , R , 03/02/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
190 , AGPCGIN , R , 09/02/2023 00:00:00, 	(28-FEB-2025 11:32:45)
176 , NESTLIN , R , 10/02/2023 00:00:00, 	(28-FEB-2025 11:32:45)
110 , SITMEFZ , R , 08/03/2023 00:00:00, 	(28-FEB-2025 11:32:45)
188 , VISHPRI , R , 14/03/2023 00:00:00, 	(28-FEB-2025 11:32:45)
 , NEETMAN , R , 16/03/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
 , SOMANY , R , 16/03/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
202 , BHOGATD , R , 03/04/2023 00:00:00, 	(28-FEB-2025 11:32:45)
186 , VEDALTD , R , 13/04/2023 00:00:00, 	(28-FEB-2025 11:32:45)
277 , VIGASLD , R , 18/04/2023 00:00:00, 	(28-FEB-2025 11:32:45)
167 , GOLDPFG , R , 20/04/2023 00:00:00, 	(28-FEB-2025 11:32:45)
165 , EICLLTD , R , 27/04/2023 00:00:00, 	(28-FEB-2025 11:32:45)
 , CAIRENH  , R , 17/05/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
168 , GSIGLIM , R , 18/05/2023 00:00:00, 	(28-FEB-2025 11:32:45)
168 , GSIGLIM , R , 18/05/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
120 , KSHITIJ , R , 26/05/2023 00:00:00, 	(28-FEB-2025 11:32:45)
122 , GAILGAS , R , 01/06/2023 00:00:00, 	(28-FEB-2025 11:32:45)
182 , SUDSOME , R , 12/06/2023 00:00:00, 	(28-FEB-2025 11:32:45)
174 , KUTCHCL , R , 20/06/2023 00:00:00, 	(28-FEB-2025 11:32:45)
251 , PIINDUS  , R , 30/06/2023 00:00:00, 	(28-FEB-2025 11:32:45)
278 , SEMTEXP , R , 01/04/2023 00:00:00, 	(28-FEB-2025 11:32:45)
108 , GRINDUS , R , 05/07/2023 00:00:00, 	(28-FEB-2025 11:32:45)
161 , ATCATMO , R , 16/08/2023 00:00:00, 	(28-FEB-2025 11:32:45)
 , POSCO MAHA , R , 29/08/2023 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
181 , SANENER , R , 21/09/2023 00:00:00, 	(28-FEB-2025 11:32:45)
183 , SUMGLAS , R , 27/09/2023 00:00:00, 	(28-FEB-2025 11:32:45)
184 , SVTPLIN , R , 28/09/2023 00:00:00, 	(28-FEB-2025 11:32:45)
112 , SPSSETL1 , R , 02/10/2023 00:00:00, 	(28-FEB-2025 11:32:45)
170 , INPOWGL , R , 04/10/2023 00:00:00, 	(28-FEB-2025 11:32:45)
179 , PRPWCRP , R , 05/10/2023 00:00:00, 	(28-FEB-2025 11:32:45)
113 , SIETCO , R , 11/10/2023 00:00:00, 	(28-FEB-2025 11:32:45)
171 , INVPTRO , R , 24/10/2023 00:00:00, 	(28-FEB-2025 11:32:45)
172 , JINDAST , R , 15/12/2023 00:00:00, 	(28-FEB-2025 11:32:45)
123 , AVGL , R , 20/12/2023 00:00:00, 	(28-FEB-2025 11:32:45)
 , MIZGURB , R , 04/01/2024 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
121 , NGPL , R , 19/01/2024 00:00:00, 	(28-FEB-2025 11:32:45)
115 , SILS , R , 21/02/2024 00:00:00, 	(28-FEB-2025 11:32:45)
114 , STASCO , R , 14/02/2024 00:00:00, 	(28-FEB-2025 11:32:45)
119 , ROCKIND , R , 23/02/2024 00:00:00, 	(28-FEB-2025 11:32:45)
177 , NIRMARM , R , 11/03/2024 00:00:00, 	(28-FEB-2025 11:32:45)
175 , MEDCIGA , R , 03/04/2024 00:00:00, 	(28-FEB-2025 11:32:45)
118 , LANCOKO , R , 05/04/2024 00:00:00, 	(28-FEB-2025 11:32:45)
130 , CRMNDEL , R , 01/07/2024 00:00:00, 	(28-FEB-2025 11:32:45)
132 , VERBINL , R , 23/07/2024 00:00:00, 	(28-FEB-2025 11:32:45)
215 , EASTPDC , R , 06/08/2024 00:00:00, 	(28-FEB-2025 11:32:45)
205 , CELLOCP , R , 07/10/2024 00:00:00, 	(28-FEB-2025 11:32:45)
271 , TRIVRPL , R , 07/10/2024 00:00:00, 	(28-FEB-2025 11:32:45)
281 , SEIPLDY , R , 01/10/2024 00:00:00, 	(28-FEB-2025 11:32:45)
237 , LLOYMEN , R , 13/01/2025 00:00:00, 	(28-FEB-2025 11:32:45)
134 , GSINLIM , R , 13/01/2025 00:00:00, 	(28-FEB-2025 11:32:45)
 , JMB , R , 01/04/2006 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
 , BOXCO , R , 11/08/2014 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(28-FEB-2025 11:32:45)
265 , SLPL , R , 21/01/2016 00:00:00, 	(28-FEB-2025 11:32:45)	 (Not Inserted)
232 , JBB , R , 01/04/2007 00:00:00, 	(28-FEB-2025 11:32:45)
126 , SGSINDIA , R , 01/04/2007 00:00:00, 	(28-FEB-2025 11:32:45)
264 , SSAPL , R , 01/04/2013 00:00:00, 	(28-FEB-2025 11:32:45)

TOTAL DATA IN EXCEL : ,318,,, 	(28-FEB-2025 11:32:45)
 

TOTAL DATA INSERTED : ,256,,, 	(28-FEB-2025 11:32:45)
 

TOTAL SKIPPED DATA ,62,,, 	(28-FEB-2025 11:32:45)
 
<<END>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(28-FEB-2025 11:32:45)
 
