

2 ,105 , HMEL , C , 2 , 01/01/2024 00:00:00 , P3, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 2 , 01/01/2024 00:00:00 , P3, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 2 , 01/01/2024 00:00:00 , P4, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 2 , 01/01/2024 00:00:00 , P4, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 2 , 01/01/2024 00:00:00 , P6, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 2 , 01/01/2024 00:00:00 , P6, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 2 , 01/09/2024 00:00:00 , P5, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 2 , 01/09/2024 00:00:00 , P5, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 3 , 06/01/2023 00:00:00 , 3, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 3 , 06/01/2023 00:00:00 , 3, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 3 , 01/07/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 3 , 01/07/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 3 , 01/01/2024 00:00:00 , P3, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 3 , 01/01/2024 00:00:00 , P3, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 3 , 01/01/2024 00:00:00 , P4, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 3 , 01/01/2024 00:00:00 , P4, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 3 , 01/01/2024 00:00:00 , P6, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 3 , 01/01/2024 00:00:00 , P6, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,105 , HMEL , C , 3 , 01/09/2024 00:00:00 , P5, 	(17-FEB-2025 15:34:23)
2 ,105 , HMEL , C , 3 , 01/09/2024 00:00:00 , P5, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,162 , BOROREN , C , 1 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,162 , BOROREN , C , 1 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,162 , BOROREN , C , 2 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,162 , BOROREN , C , 2 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,162 , BOROREN , C , 3 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,162 , BOROREN , C , 3 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,162 , BOROREN , C , 1 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,162 , BOROREN , C , 1 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,162 , BOROREN , C , 2 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,162 , BOROREN , C , 2 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,162 , BOROREN , C , 3 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,162 , BOROREN , C , 3 , 01/12/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,151 , KINGASP , C , 2 , 01/03/2024 00:00:00 , R, 	(17-FEB-2025 15:34:23)
2 ,151 , KINGASP , C , 2 , 01/03/2024 00:00:00 , R, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,151 , KINGASP , C , 1 , 01/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,151 , KINGASP , C , 1 , 01/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,151 , KINGASP , C , 1 , 01/10/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,151 , KINGASP , C , 1 , 01/10/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,151 , KINGASP , C , 2 , 01/03/2024 00:00:00 , R, 	(17-FEB-2025 15:34:23)
2 ,151 , KINGASP , C , 2 , 01/03/2024 00:00:00 , R, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,151 , KINGASP , C , 1 , 01/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,151 , KINGASP , C , 1 , 01/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,151 , KINGASP , C , 1 , 01/10/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,151 , KINGASP , C , 1 , 01/10/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 3 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 3 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 4 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 4 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 3 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 3 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,106 , RATNAGI , C , 4 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,106 , RATNAGI , C , 4 , 14/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 3 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 3 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 2 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 2 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 2 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 2 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 6 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 6 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 4 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 4 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 1 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 1 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 3 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 3 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 2 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 2 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 2 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 2 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 6 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 6 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 4 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 4 , 01/05/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,107 , IDOINVA , C , 1 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,107 , IDOINVA , C , 1 , 30/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 2 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 2 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 1 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 1 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 4 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 4 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 4 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 4 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 3 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 3 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 3 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 3 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 2 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 2 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 1 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 1 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 4 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 4 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 4 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 4 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 3 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 3 , 09/02/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,190 , AGPCGIN , C , 3 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,190 , AGPCGIN , C , 3 , 10/02/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,176 , NESTLIN , C , 1 , 22/03/2024 00:00:00 , 1, 	(17-FEB-2025 15:34:23)
2 ,176 , NESTLIN , C , 1 , 22/03/2024 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,176 , NESTLIN , C , 1 , 22/03/2024 00:00:00 , 1, 	(17-FEB-2025 15:34:23)
2 ,176 , NESTLIN , C , 1 , 22/03/2024 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 1 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 1 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 4 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 4 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 5 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 5 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 2 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 2 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 6 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 6 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 3 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 3 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 1 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 1 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 4 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 4 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 5 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 5 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 2 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 2 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 6 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 6 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,188 , VISHPRI , C , 3 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,188 , VISHPRI , C , 3 , 14/03/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 , , SOMANY , C , 1 , 16/03/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 , , SOMANY , C , 1 , 16/03/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 , , SOMANY , C , 1 , 16/03/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 , , SOMANY , C , 1 , 16/03/2023 00:00:00 , 1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,202 , BHOGATD , C , 1 , 14/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,202 , BHOGATD , C , 1 , 14/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,202 , BHOGATD , C , 1 , 14/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,202 , BHOGATD , C , 1 , 14/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 4 , 06/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 4 , 06/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 1 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 1 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 4 , 06/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 4 , 06/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 1 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 1 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 3 , 28/02/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 3 , 28/02/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 5 , 01/03/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 5 , 01/03/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 2 , 01/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 2 , 01/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 1 , 01/06/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 1 , 01/06/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 1 , 01/03/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 1 , 01/03/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 3 , 28/02/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 3 , 28/02/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 5 , 01/03/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 5 , 01/03/2024 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 2 , 01/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 2 , 01/06/2023 00:00:00 , B, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 1 , 01/06/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 1 , 01/06/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,122 , GAILGAS , C , 1 , 01/03/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)
2 ,122 , GAILGAS , C , 1 , 01/03/2024 00:00:00 , P2, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 2 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 2 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 4 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 4 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 1 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 1 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 3 , 22/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 3 , 22/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 5 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 5 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 2 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 2 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 4 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 4 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 1 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 1 , 15/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 3 , 22/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 3 , 22/03/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,174 , KUTCHCL , C , 5 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,174 , KUTCHCL , C , 5 , 23/01/2025 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
2 ,183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)
2 ,183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00 , P1, 	(17-FEB-2025 15:34:23)	 (Not Inserted)
