

<<START>>,<<FMS_COUNTERPARTY_MST>>,,, 	(14-APR-2025 12:17:26)
2,SBI TT Selling,06/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,06/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,06/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,07/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,07/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,07/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,08/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,08/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,08/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,11/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,11/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,11/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,12/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,12/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,12/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,13/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,13/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,13/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,14/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,14/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,14/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,15/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,15/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,15/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,18/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,18/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,18/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,19/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,19/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,19/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,20/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,20/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,20/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,21/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,21/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,21/05/2009 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,03/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,04/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,04/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,04/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,05/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,05/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,05/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,06/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,06/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,06/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,07/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,07/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,07/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,10/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,10/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,10/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,11/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,11/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,11/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,12/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,12/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,12/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,13/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,13/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,13/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,14/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,14/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,14/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,17/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,17/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,17/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,18/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,18/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,18/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,19/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,19/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,19/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,20/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,20/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,20/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,21/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,21/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,21/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,22/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,22/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,22/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,24/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,24/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,24/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,25/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,25/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,25/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,26/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,26/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,26/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,28/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,28/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,28/11/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,01/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,01/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,01/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,02/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,02/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,02/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,03/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,03/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,03/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,04/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,04/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,04/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,05/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,05/12/2008 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,26/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,27/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,27/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,27/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,30/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,30/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,30/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,31/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,31/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,31/07/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,01/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,01/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,01/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,02/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,02/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,02/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,03/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,03/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,03/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,06/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,06/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,06/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,07/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,07/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,07/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,08/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,08/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,08/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,09/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,09/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,09/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,10/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,10/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,10/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,13/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,13/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,13/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,14/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,14/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,14/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,16/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,16/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,16/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,17/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,17/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,17/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,20/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,20/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,20/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,21/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,21/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,21/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,22/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,22/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,22/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,23/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,23/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,23/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,24/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,24/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,24/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,27/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,27/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,27/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,29/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,29/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,29/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,30/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,30/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,30/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,31/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,31/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,31/08/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,03/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,03/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,03/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,05/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,05/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,05/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,06/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,06/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,06/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,07/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,07/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,07/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,10/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,10/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,10/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,11/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,11/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,11/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,12/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,12/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,12/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,13/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,13/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,13/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,14/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,14/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,14/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,17/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,17/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,17/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,18/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,18/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,18/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,19/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,19/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,19/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,20/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,20/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,20/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,21/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,21/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,21/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,24/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,24/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,24/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,25/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,25/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,25/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,26/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,26/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,26/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,27/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,27/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,27/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,28/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,28/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,28/09/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,01/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,01/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,01/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,03/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,03/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,03/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,04/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,04/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,04/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,05/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,05/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,05/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,08/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,08/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,08/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,09/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,09/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,09/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,10/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,10/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,10/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,11/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,11/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,11/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,12/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,12/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,12/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,15/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,15/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,15/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,16/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,16/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,16/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,17/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,17/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,17/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,18/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,18/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,18/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,19/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,19/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,19/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,22/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,22/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,22/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,23/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,23/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,23/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,24/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,24/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,24/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,25/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,25/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,25/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,26/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,26/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,26/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,29/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,29/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,29/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,30/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,30/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,30/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,31/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,31/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,31/10/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,01/11/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,01/11/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,01/11/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,02/11/2010 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,02/11/2010 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,02/11/2010 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,01/10/2007 00:00:00, 	(14-APR-2025 12:17:36)
2,SBI TT Selling,01/10/2007 00:00:00, 	(14-APR-2025 12:17:36)
6,SBI TT buy sell ,01/10/2007 00:00:00, 	(14-APR-2025 12:17:36)
3,SBI TT Buying,03/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
2,SBI TT Selling,03/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
6,SBI TT buy sell ,03/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
2,SBI TT Selling,04/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
3,SBI TT Buying,04/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
6,SBI TT buy sell ,04/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
3,SBI TT Buying,05/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
2,SBI TT Selling,05/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
6,SBI TT buy sell ,05/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
3,SBI TT Buying,08/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
2,SBI TT Selling,08/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
6,SBI TT buy sell ,08/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
3,SBI TT Buying,09/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
2,SBI TT Selling,09/10/2007 00:00:00, 	(14-APR-2025 12:17:37)
