

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(18-MAR-2025 14:15:58)
BHEL , 155 , R , C , 12/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
COMFIND , 159 , R , C , 13/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
DCMSHRI , 160 , R , C , 13/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
DCMSHRI , 160 , B , C , 13/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
DCMSHRI , 160 , C , C , 13/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HOECLTD , 182 , R , C , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HOECLTD , 182 , R , T , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HINAGIL , 184 , R , C , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HPOIGAS , 188 , R , C , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HPOIGAS , 188 , B , C , 20/12/2023 00:00:00 ,  	(18-MAR-2025 14:16:02)
HPOIGAS , 188 , C , C , 20/12/2023 00:00:00 ,  	(18-MAR-2025 14:16:02)
MANIKAR , 196 , R , C , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
ESSAREX , 208 , R , T , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
NEL , 209 , C , C , 01/03/2023 00:00:00 ,  	(18-MAR-2025 14:16:02)
NEL , 209 , R , C , 14/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TASTELI , 238 , C , C , 01/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
TASTELI , 238 , B , C , 01/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
TASTELI , 238 , R , C , 30/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:03)
HMEL , 239 , B , C , 04/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
HMEL , 239 , R , C , 04/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
HMEL , 239 , C , C , 04/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
DIL , 240 , C , T , 01/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
BOROREN , 241 , C , C , 01/12/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
BOROREN , 241 , B , C , 01/12/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
BOROREN , 241 , R , C , 05/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
KINGASP , 242 , B , C , 01/07/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
KINGASP , 242 , C , C , 01/07/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
KINGASP , 242 , R , C , 13/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
RATNAGI , 245 , B , C , 14/06/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
RATNAGI , 245 , R , C , 19/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
IDOINVA , 247 , R , C , 27/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
IDOINVA , 247 , B , C , 30/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
IDOINVA , 247 , C , C , 30/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
IDOINVA , 248 , R , C , 27/01/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
IDOINVA , 248 , C , C , 30/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
IDOINVA , 248 , B , C , 30/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
AGPCGIN , 250 , R , C , 09/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
AGPCGIN , 250 , B , C , 09/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
AGPCGIN , 250 , C , C , 09/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
NESTLIN , 251 , C , C , 10/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
NESTLIN , 251 , R , C , 10/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SITMEFZ , 252 , R , T , 08/03/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
VISHPRI , 253 , R , C , 14/03/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SOMANYL , 255 , R , C , 16/03/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
BHOGATD , 256 , R , C , 03/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
VEDALTD , 257 , R , C , 13/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
VEDALTD , 257 , R , T , 13/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
VIGASLD , 258 , R , C , 18/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
GOLDPFG , 259 , R , C , 20/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
CAIRENH , 261 , R , T , 17/05/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
GSIGLIM , 263 , R , R , 18/05/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
GAILGAS , 265 , R , C , 01/06/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
KUTCHCL , 267 , R , C , 20/06/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SEMTEXP , 269 , R , C , 01/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SEMTEXP , 269 , R , T , 01/04/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SANENER , 273 , R , C , 21/09/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SANENER , 273 , R , T , 21/09/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SUMGLAS , 274 , C , C , 01/10/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SUMGLAS , 274 , B , C , 01/10/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SUMGLAS , 274 , R , C , 27/09/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SVTPLIN , 275 , C , C , 01/10/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SVTPLIN , 275 , B , C , 01/10/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SVTPLIN , 275 , R , C , 28/09/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SPSSETL1 , 276 , R , T , 02/10/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
SIETCO , 279 , R , T , 11/10/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
AVGL , 282 , B , C , 20/12/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
AVGL , 282 , R , C , 20/12/2023 00:00:00 ,  	(18-MAR-2025 14:16:03)
NGPL , 284 , R , C , 19/01/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
SILS , 285 , R , T , 21/02/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
STASCO , 286 , R , C , 14/02/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
STASCO , 286 , R , T , 14/02/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
ROCKIND , 287 , R , C , 23/02/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
LANCOKO , 290 , R , C , 05/04/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
CRMNDEL , 291 , R , C , 01/07/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
CRMNDEL , 291 , C , C , 27/06/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
CRMNDEL , 291 , B , C , 27/06/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
SEIPLDY , 296 , R , C , 01/10/2024 00:00:00 ,  	(18-MAR-2025 14:16:03)
GSINLIM , 298 , R , R , 13/01/2025 00:00:00 ,  	(18-MAR-2025 14:16:03)

TOTAL DATA EXTRACTED :,432 , , , , 	(18-MAR-2025 14:16:03)
 
<<END>>,<<FMS_ENTITY_ADDR_MST>>,,,, 	(18-MAR-2025 14:16:03)
 
